web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638457300-1606,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Tujunga/10500-Sunland-Blvd-91040/unit-2/home/5498517,"10500 Sunland Blvd #2,","$579,000",3,2.5,"1,204",Time on Redfin2 days,1979,P1-7611,"$581,185","$3,023",Has Appliances,Has Patio,Common Interest: Condominium,,668,16,0,70 / 100,36 / 100,50 / 100,HOA Dues$412/month
1638457317-1609,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Van-Nuys/15050-Sherman-Way-91405/unit-225/home/4460629,"15050 Sherman Way #225,","$579,000",3,2,"1,489",Time on Redfin20 hours,1981,SR21257175,"$579,952","$3,106","Garbage Disposal, Gas Range, Microwave, Refrigerator",Patio And Porch Features: Patio,Elementary School: Los Angeles Unified,Association Fee Frequency: Monthly,650,53,1,56 / 100,53 / 100,63 / 100,HOA Dues$495/month
1638457260-1599,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/North-Hills/9131-Burnet-Ave-91343/unit-10/home/5694368,"9131 Burnet Ave #10,","$429,000",2,2.5,"1,130",Time on Redfin3 days,1980,1.52 Acres,"$459,052","$2,325","Dishwasher, Gas Range, Water Heater Unit","Patio And Porch Features: Patio, Porch, Porch - Front, Wood",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,645,46,2,71 / 100,48 / 100,59 / 100,HOA Dues$390/month
1638457023-1545,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/11525-Ohio-Ave-90025/unit-4/home/8111478,"11525 Ohio Ave #4,","$858,000",2,2.5,"1,229",Time on Redfin22 days,1981,"5,688 Sq. Ft.","$870,454","$4,270","Dishwasher, Freezer, Garbage Disposal, Gas Oven, Range/Stove Hood, Refrigerator",Awning,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"2,408",86,4,93 / 100,68 / 100,76 / 100,HOA Dues$400/month
1638457168-1583,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/North-Hills/9131-Burnet-Ave-91343/unit-6/home/5694348,"9131 Burnet Ave #6,","$455,000",2,3,"1,130",Time on Redfin8 days,1980,OC21254625,"$476,267","$2,412",3,Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,723,27,4,71 / 100,48 / 100,59 / 100,HOA Dues$360/month
1638456993-1541,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/4721-1-2-St-Charles-Pl-90019/home/167449796,"4721-1/2 St Charles Pl,","$1,249,000",3,4,"2,287",Time on Redfin27 days,2017,"1,496 Sq. Ft.","$1,252,066","$5,813",$180,# of Parking Spaces (Total): 2,Patio Features: Roof Top Deck,,"1,831",107,8,88 / 100,64 / 100,52 / 100,HOA Dues$180/month
1638457095-1572,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Canoga-Park/20921-Community-St-91304/unit-8/home/5869356,"20921 Community St #8,","$449,944",2,3,"1,356",Time on Redfin10 days,1982,BB21223754,"$522,211","$2,369",Attached Garage,Patio And Porch Features: Patio,High School District: Los Angeles Unified,Zoning: LARD3,"4,299",186,11,69 / 100,48 / 100,52 / 100,HOA Dues$340/month
1638457160-1582,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Reseda/8020-Canby-Ave-91335/unit-5/home/3621454,"8020 Canby Ave #5,","$499,994",3,2.5,"1,573",Time on Redfin9 days,1965,5.57 Acres,"$516,465","$2,665","Dishwasher, Electric Stove, Electric Oven, Microwave, Range/Stove Hood, Water Heater Unit",Foundation Details: Concrete Slab,Common Interest: Condominium,Has Pool,"1,409",41,1,45 / 100,46 / 100,56 / 100,HOA Dues$410/month
1638456590-1488,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/7401-S-Sepulveda-Blvd-90045/unit-113/home/40153717,"7401 S Sepulveda Blvd #113,","$1,650,000",3,4,"2,730",Time on Redfin85 days,2009,1.16 Acres,"$1,625,054","$7,892",4,Patio Features: Enclosed,# of Units in Complex (Total): 24,Special Zoning: None,"2,611",20,7,59 / 100,44 / 100,61 / 100,HOA Dues$450/month
1638456623-1494,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/2700-E-Chaucer-St-90065/unit-24/home/169943020,"2700 E Chaucer St #24,","$885,000",3,3.5,"1,840",Time on Redfin82 days,2018,SR21201261,"$881,455","$4,365","Built In Range, Dishwasher, Garbage Disposal, Gas Range, Gas Water Heater, Microwave, Range/Stove Hood",Pool Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"2,726",128,5,66 / 100,49 / 100,72 / 100,HOA Dues$374/month
1638456492-1473,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Venice/691-Mildred-Ave-90291/unit-1/home/6734951,"691 Mildred Ave #1,","$1,900,000",3,2.5,"2,360",Time on Redfin137 days,2000,"5,280 Sq. Ft.","$1,886,556","$8,869",3,# of Parking Spaces (Total): 4,Available for Lease,AssociationPetRules: Yes,"1,680",57,10,89 / 100,56 / 100,84 / 100,HOA Dues$300/month
1638456675-1502,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Venice/59-Rose-Ave-90291/unit-3/home/6776940,"59 Rose Ave #3,","$1,329,880",2,2,"1,277",Time on Redfin69 days,1974,"5,410 Sq. Ft.","$1,303,796","$6,398",1,Lighting,High School District: Los Angeles Unified,,"14,768",135,9,93 / 100,53 / 100,100 / 100,HOA Dues$400/month
1638457185-1586,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/North-Hills/8333-Columbus-Ave-91343/unit-26/home/5687032,"8333 Columbus Ave #26,","$490,000",3,2.5,"1,343",Time on Redfin7 days,1980,SR21254843,"$516,989","$2,540","Dishwasher, Free Standing Range, Gas Oven, Gas Range, Microwave, Refrigerator",Patio And Porch Features: Patio Open,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,951",98,2,68 / 100,47 / 100,54 / 100,HOA Dues$330/month
1638457340-1613,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Canoga-Park/6912-Remmet-Ave-91303/unit-1/home/3962679,"6912 Remmet Ave #1,","$489,000",2,3,"1,290",Time on Redfin15 hours,1988,SR21257729,"$489,155","$2,646",3,Pool Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,236,12,2,80 / 100,56 / 100,88 / 100,HOA Dues$440/month
1638457080-1566,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Pacific-Palisades/1928-Palisades-Dr-90272/home/6849029,"1928 Palisades Dr,","$1,750,000",3,2.5,"3,300",Time on Redfin14 days,1985,5.55 Acres,"$1,775,384","$8,758","Laundry in Unit, Laundry Inside, Laundry Area",Association Pool,# of Units in Complex (Total): 25,,"1,728",35,4,13 / 100,0 / 100,4 / 100,HOA Dues$865/month
1638456851-1523,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Culver-City/3832-Overland-Ave-90232/unit-1/home/6722592,"3832 Overland Ave #1,","$949,000",2,2.5,"1,468",Time on Redfin43 days,1981,"5,105 Sq. Ft.","$941,333","$4,755","Association Maintains Landscape, Controlled Access, Extra Storage, Gated Parking",# of Parking Spaces (Total): 2,Bath Tub,,"4,803",238,15,95 / 100,54 / 100,74 / 100,HOA Dues$475/month
1638457073-1563,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Encino/5200-White-Oak-Ave-91316/unit-2/home/4767088,"5200 White Oak Ave #2,","$675,000",2,2.5,"1,633",Time on Redfin15 days,1989,SR21233193,"$717,823","$3,739","Dishwasher, Double Oven, Garbage Disposal, Microwave, Water Heater Unit","Patio And Porch Features: Concrete, Patio",Elementary School: Encino,Association Fee Frequency: Monthly,"1,819",75,4,75 / 100,44 / 100,52 / 100,HOA Dues$695/month
1638457328-1611,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Canoga-Park/7130-Glade-Ave-91303/unit-L/home/3093417,"7130 Glade Ave Unit L,","$524,900",2,2.5,"1,577",Time on Redfin17 hours,1980,SR21256943,"$525,784","$2,787","Dishwasher, Gas Range, Microwave, Water Heater Unit","Patio And Porch Features: Concrete, Porch - Front",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,277,19,2,85 / 100,52 / 100,70 / 100,HOA Dues$420/month
1638456437-1465,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Panorama-City/14265-Terra-Bella-St-91402/unit-45/home/5652922,"14265 Terra Bella St #45,","$520,000",3,3,"1,450",Time on Redfin182 days,1980,SR21120382,"$509,195","$2,633",3,"Pool Features: Association, Community Pool",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"6,620",102,30,64 / 100,47 / 100,74 / 100,HOA Dues$288/month
1638456844-1522,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Northridge/20426-Paseo-Altisse-91326/home/21917895,"20426 Paseo Altisse,","$730,000",2,2.5,"1,320",Time on Redfin45 days,2008,SR21227187,"$729,062","$3,712",Attached Garage,Patio And Porch Features: Porch - Front,High School District: Los Angeles Unified,Zoning: LAC4,"2,485",48,3,24 / 100,0 / 100,31 / 100,HOA Dues$420/month
1638456935-1533,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Studio-City/11145-Sunshine-Ter-91604/unit-107/home/40488308,"11145 Sunshine #107,","$850,000",3,3,"1,720",Time on Redfin34 days,2009,SR21238393,"$855,583","$4,348",3,Pool Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"2,197",49,8,66 / 100,52 / 100,45 / 100,HOA Dues$514/month
1638456824-1520,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Glendale/1523-E-Windsor-Rd-91205/unit-205A/home/7176701,"1523 E Windsor Rd Unit 205A,","$536,999",2,1.5,933,Time on Redfin45 days,1978,SR21230570,"$531,258","$2,847",Gas Range,Pool Features: None,High School District: Glendale Unified,Association Fee Frequency: Monthly,"3,482",113,14,75 / 100,53 / 100,40 / 100,HOA Dues$425/month
1638456633-1496,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/12711-Mitchell-Ave-90066/unit-2/home/177325041,"12711 Mitchell Ave #2,","$799,000",2,2.5,"1,087",Time on Redfin79 days,1987,"6,976 Sq. Ft.","$783,481","$3,829","Laundry in Unit, Laundry Area, Laundry Room","Other Structural Features: Balcony, High Ceilings (9 Feet+)",# of Units in Complex (Total): 7,,884,112,14,88 / 100,51 / 100,83 / 100,HOA Dues$225/month
1638457208-1590,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Torrance/1611-W-208th-St-90501/unit-3/home/21924108,"1611 W 208th St #3,","$675,000",3,2.5,"1,860",Time on Redfin10 days,2007,"7,572 Sq. Ft.","$677,983","$3,304",Attached Garage,Patio And Porch Features: Lanai,High School District: Other,,"1,964",45,6,61 / 100,39 / 100,53 / 100,HOA Dues$260/month
1638456971-1538,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Marina-Del-Rey/4748-La-Villa-Marina-90292/unit-K/home/6732869,"4748 La Villa Marina Unit K,","$1,189,000",3,2.5,"1,932",Time on Redfin29 days,1967,21-101141,"$1,194,030","$5,807","Controlled Access, Extra Storage, Pool",# of Parking Spaces (Total): 3,Roof: Composition,,"1,993",87,4,73 / 100,,76 / 100,HOA Dues$445/month
1638457078-1565,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/2547-Almaden-Ct-90077/home/6832756,"2547 Almaden Ct,","$1,600,000",4,3,"2,769",Time on Redfin73 days,1978,SB21203489,"$1,560,107","$7,685",3,Pool Features: Community Pool,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,922,52,5,10 / 100,0 / 100,7 / 100,HOA Dues$469/month
1638456543-1481,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Encino/15610-Moorpark-St-91436/unit-4/home/4801033,"15610 Moorpark St #4,","$985,000",3,3.5,"1,966",Time on Redfin124 days,1981,0.44 Acres,"$969,605","$4,992",Breakfast Counter / Bar,"Pool Features: Association, Community Pool",Elementary School: Hesby Oaks,Association Fee Frequency: Monthly,"1,360",35,4,67 / 100,51 / 100,52 / 100,HOA Dues$550/month
1638456432-1464,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/2162-Century-Hl-90067/home/6809341,"2162 Century Hl,","$1,399,000",2,2.5,"2,372",Time on Redfin204 days,1980,WS21100987,"$1,376,741","$8,510","Dishwasher, Electric Oven, Electric Stove, Electric Water Heater, Garbage Disposal, Microwave, Refrigerator, Water Heater Unit, Water Softener",Patio And Porch Features: Patio,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,169,30,10,70 / 100,55 / 100,46 / 100,"HOA Dues$2,200/month"
1638456943-1534,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Playa-Vista/12895-W-Runway-Rd-90094/unit-2/home/110131318,"12895 Runway Rd #2,","$2,375,000",4,4,"2,224",Time on Redfin32 days,2015,"7,367 Sq. Ft.","$2,328,035","$11,551",FirstService Residential,# of Parking Spaces (Total): 2,"Patio Features: Balcony, Covered",Fee #2: $285,"1,056",25,2,76 / 100,41 / 100,79 / 100,HOA Dues$840/month
1638457150-1581,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Sherman-Oaks/14634-Magnolia-Blvd-91403/unit-4/home/21918314,"14634 Magnolia Blvd #4,","$774,900",2,2.5,"1,650",Time on Redfin9 days,1980,SR21254418,"$786,880","$3,890",2,Patio And Porch Features: Patio,High School District: Los Angeles Unified,Zoning: LAR3,738,26,3,63 / 100,51 / 100,55 / 100,HOA Dues$395/month
1638457306-1607,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Van-Nuys/7409-Woodman-Ave-91405/unit-105/home/4401665,"7409 Woodman Ave #105,","$429,900",2,2,"1,123",Time on Redfin22 hours,1981,SR21257299,"$429,335","$2,294",Gas Water Heater,"Pool Features: Community Pool, In Ground",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,368,18,3,62 / 100,42 / 100,66 / 100,HOA Dues$355/month
1638456963-1537,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/1035-Figueroa-Ter-90012/unit-14/home/167546787,"1035 Figueroa Ter #14,","$1,075,000",3,3,"1,815",Time on Redfin30 days,2018,1.63 Acres,"$1,077,174","$5,240","Stacked Laundry in Closet, Laundry in Unit","Amenities: Controlled Access, Elevator, Gated Community, Guest Parking","Lot Size (Sq. Ft.): 71,134",,"1,115",70,4,60 / 100,78 / 100,35 / 100,HOA Dues$392/month
1638457098-1573,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Van-Nuys/14025-Riverside-Dr-91423/unit-7/home/4850084,"14025 Riverside Dr #7,","$899,000",3,3.5,"2,105",Time on Redfin10 days,1987,320008456,"$909,285","$4,610",Attached Garage,Has Sprinklers,Latitude: 34.15790998,Association Fee Frequency: Monthly,"1,914",93,2,83 / 100,47 / 100,61 / 100,HOA Dues$555/month
1638456560-1484,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/1890-S-Cochran-Ave-90019/unit-19/home/6903224,"1890 S Cochran Ave #19,","$675,000",3,3,"1,392",Time on Redfin119 days,1981,SB21170519,"$668,181","$3,404",Attached Garage,Pool Features: None,High School District: Los Angeles Unified,,"1,763",114,19,80 / 100,55 / 100,64 / 100,HOA Dues$360/month
1638456734-1509,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Pacific-Palisades/17318-Tramonto-Dr-90272/unit-601/home/143393692,"17318 Tramonto Dr #601,","$4,300,000",3,3.5,"3,488",Time on Redfin63 days,2020,,"$4,298,832","$20,857","Association Maintains Landscape, Association Pet Rules, Concierge, Controlled Access, Elevator, Gated Community, Gated Community Guard, Guest Parking, Other, Association Barbecue",# of Parking Spaces (Total): 2,"Roof: Concrete, Metal",Cross Streets: Sunset Blvd./Castellammare Dr.,"1,754",19,0,54 / 100,35 / 100,30 / 100,"HOA Dues$1,464/month"
1638456807-1518,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Calabasas/4420-Park-Jazmin-91302/home/3496454,"4420 Park Jazmin,","$1,649,000",3,3,"2,124",Time on Redfin49 days,1974,"3,510 Sq. Ft.","$1,651,581","$7,772",2,Foundation Details: Concrete Slab,High School District: Las Virgenes,Pool Features: Community Pool,"2,412",22,5,30 / 100,27 / 100,39 / 100,HOA Dues$335/month
1638457117-1577,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Culver-City/6653-Green-Valley-Cir-90230/home/6653151,"6653 Green Valley Cir,","$728,000",2,2.5,"1,214",Time on Redfin9 days,1970,11.37 Acres,"$755,702","$3,883","Association Barbecue, Association Maintains Landscape, Association Pet Rules, Clubhouse, Conference, Exercise Room, Fitness Center, Gated Community, Pool, Sauna",# of Parking Spaces (Total): 2,Community Pool,,"1,221",39,9,62 / 100,50 / 100,35 / 100,HOA Dues$600/month
1638456915-1531,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Canoga-Park/21930-Valerio-St-91303/unit-15/home/3726163,"21930 Valerio St #15,","$459,950",2,2.5,"1,152",Time on Redfin35 days,1981,SR21235823,"$459,514","$2,374",2,Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,899,30,7,88 / 100,50 / 100,78 / 100,HOA Dues$300/month
1638457271-1601,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/4771-Don-Ricardo-Dr-90008/unit-18/home/6878762,"4771 Don Ricardo Dr #18,","$950,000",3,2.5,"1,832",Time on Redfin3 days,1961,0.34 Acres,"$955,289","$4,564",2,Roof: Flat Tile,Sewer: In Street,"View: City, Valley, Tree Top",202,5,1,33 / 100,47 / 100,14 / 100,HOA Dues$279/month
1638457178-1585,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Sylmar/13071-Hubbard-St-91342/unit-5/home/5430538,"13071 Hubbard St #5,","$499,999",3,2,"1,320",Time on Redfin7 days,1984,SR21253795,"$534,461","$2,545","Dishwasher, Gas & Electric Range","Patio And Porch Features: Concrete, Patio",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,203",49,3,45 / 100,39 / 100,31 / 100,HOA Dues$290/month
1638457132-1579,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Sylmar/13243-Klein-Ct-91342/home/143518299,"13243 Klein Ct,","$633,900",4,3.5,"1,780",Time on Redfin9 days,2017,SR21254115,"$655,708","$3,146",Attached Garage,Patio And Porch Features: Patio,High School District: Los Angeles Unified,,"1,640",33,3,56 / 100,41 / 100,27 / 100,HOA Dues$287/month
1638456801-1517,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Chatsworth/22540-Jeffrey-Mark-Ct-91311/unit-4/home/5802679,"22540 Jeffrey Mark Ct #4,","$730,000",4,3,"2,008",Time on Redfin49 days,1980,221005580,"$713,612","$3,892",Laminated,"Pool Description: Association Pool, Community Pool",Association Amenities: Club House,,925,10,6,24 / 100,25 / 100,11 / 100,HOA Dues$600/month
1638456600-1490,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/San-Pedro/1488-Sunrise-LN-90732/home/176171674,"1488 Sunrise Ln,","$937,805",3,3.5,"1,731",Time on Redfin84 days,2021,780 Sq. Ft.,"$925,362","$4,722","Dishwasher, Energy Star Appliances, Energy Star Water Heater, Free Standing Range, Freezer, Garbage Disposal, Gas Oven, Gas Range, Gas Stove, Gas Water Heater, High Efficiency Water Heater, Microwave, Self Cleaning Oven, Tankless Water Heater, Vented Exhaust Fan, Water Heater Unit, Water Line to Refrigerator",Foundation Details: Concrete Slab,Elementary School: Taper,Association Fee Frequency: Monthly,732,7,2,28 / 100,29 / 100,37 / 100,HOA Dues$492/month
1638456998-1542,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Los-Angeles/1545-S-Beverly-Dr-90035/unit-304/home/6789595,"1545 S Beverly Dr #304,","$1,749,000",3,3.5,"3,037",Time on Redfin27 days,1990,0.30 Acres,"$1,728,703","$8,688","Fitness Center, Rec Multipurpose Rm, Elevator, Extra Storage, Controlled Access, Association Maintains Landscape",# of Parking Spaces (Total): 3,Patio Features: Balcony,,124,16,2,83 / 100,40 / 100,54 / 100,HOA Dues$800/month
1638456766-1513,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Woodland-Hills/21801-Burbank-Blvd-91367/unit-78/home/3995271,"21801 Burbank Blvd #78,","$829,950",3,3,"1,982",Time on Redfin59 days,1979,4.25 Acres,"$819,194","$4,328","Dishwasher, Garbage Disposal, Gas Range, Gas Water Heater, Range/Stove Hood, Refrigerator, Self Cleaning Oven, Water Line to Refrigerator","Foundation Details: Concrete Block, Quake Bracing",Elementary School: Woodlake,Association Fee Frequency: Monthly,"1,423",14,6,70 / 100,45 / 100,65 / 100,HOA Dues$585/month
1638456484-1472,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=townhouse,,,https://www.redfin.com/CA/Harbor-City/1121-252nd-St-90710/unit-5/home/7673778,"1121 252nd St #5,","$412,000",2,2,"1,036",Time on Redfin147 days,1981,CV21147664,"$410,846","$2,018",Attached Garage,Pool Features: None,High School District: Los Angeles Unified,Zoning: LAR1,"4,266",74,24,58 / 100,44 / 100,59 / 100,HOA Dues$160/month
